@relation data

@attribute danceability numeric
@attribute energy numeric
@attribute key numeric
@attribute loudness numeric
@attribute mode numeric
@attribute speechiness numeric
@attribute acousticness numeric
@attribute instrumentalness numeric
@attribute liveness numeric
@attribute valence numeric
@attribute tempo numeric
@attribute duration_ms numeric
@attribute time_signature numeric
@attribute featured numeric

@data
0.525,0.238,10,-12.495,0,0.0288,0.423,0.286,0.124,0.177,140.085,241000,4,0
0.545,0.81,4,-5.88,0,0.0367,0.0362,0,0.341,0.746,145.888,179340,4,0
0.716,0.746,5,-4.516,1,0.0821,0.399,0,0.26,0.357,93.965,194090,4,0
0.874,0.529,1,-8.902,1,0.178,0.0169,0.000766,0.575,0.386,96.032,160000,4,0
0.643,0.714,10,-8.087,0,0.333,0.448,0,0.104,0.372,91.618,161311,4,0
0.712,0.467,3,-12.878,0,0.058,0.693,0.787,0.154,0.504,121.995,238520,4,0
0.81,0.451,10,-6.348,0,0.249,0.152,0.0537,0.108,0.359,85.417,157600,4,0
0.425,0.596,2,-9.311,1,0.0327,0.423,0.833,0.113,0.224,114.961,309397,4,0
0.614,0.763,5,-5.782,0,0.0358,0.000426,0.0777,0.115,0.467,134.02,219955,4,0
0.637,0.469,1,-9.046,1,0.0258,0.655,0.011,0.108,0.377,115.118,158555,4,0
0.764,0.577,2,-7.746,1,0.0349,0.301,0.764,0.116,0.881,128.933,192256,4,0
0.747,0.646,7,-8.327,1,0.0666,0.178,0.000224,0.0947,0.406,107.004,149827,4,0
0.499,0.948,2,-5.599,1,0.0624,0.000608,0.000013,0.135,0.217,99.979,387587,4,0
0.738,0.814,7,-4.414,0,0.0999,0.132,0.00001,0.126,0.483,119.041,225850,4,0
0.428,0.927,6,-4.379,0,0.0912,0.000465,0.000012,0.0646,0.48,154.051,200599,4,0
0.641,0.513,11,-6.393,1,0.0241,0.0988,0.000006,0.174,0.703,79.992,297976,4,0
0.761,0.818,6,-5.238,0,0.0978,0.058,0,0.11,0.348,110.99,177533,4,0
0.672,0.557,8,-8.431,1,0.0291,0.473,0.000174,0.0898,0.602,95.992,215204,4,0
0.401,0.016,4,-19.054,1,0.0391,0.937,0.0168,0.112,0.254,100.809,163640,4,0
0.809,0.497,8,-7.274,1,0.435,0.13,0,0.11,0.451,152.103,213987,4,0
0.689,0.723,0,-4.052,0,0.0836,0.0985,0,0.158,0.288,160.042,217828,4,0
0.42,0.525,7,-9.554,1,0.449,0.576,0.716,0.139,0.185,75.08,73091,4,0
0.474,0.315,6,-8.408,0,0.0262,0.807,0,0.16,0.324,108.655,197973,4,0
0.712,0.515,8,-16.76,1,0.0469,0.754,0.254,0.141,0.845,109.813,175885,4,0
0.579,0.566,8,-9.893,1,0.0274,0.173,0.477,0.127,0.372,97.973,281200,4,0
0.539,0.819,2,-5.485,0,0.0444,0.00415,0,0.116,0.466,123.044,264240,4,0
0.493,0.797,1,-4.052,1,0.0361,0.00622,0,0.0617,0.395,148.929,217760,4,0
0.956,0.281,2,-7.975,1,0.379,0.00272,0.107,0.114,0.343,119.897,197673,4,0
0.743,0.883,0,-2.973,1,0.314,0.219,0,0.058,0.559,114.907,158609,4,0
0.555,0.811,9,-5.812,1,0.0463,0.0104,0,0.179,0.403,112.998,195853,4,0
0.663,0.108,5,-11.516,0,0.0349,0.98,0.00195,0.125,0.226,133.545,196133,4,0
0.47,0.806,7,-4.532,1,0.0355,0.00594,0,0.0825,0.691,167.727,205387,4,0
0.558,0.673,5,-7.767,0,0.03,0.00646,0.00144,0.315,0.346,87.964,221507,4,0
0.84,0.539,7,-6.146,1,0.0965,0.0423,0.000001,0.124,0.07,140.016,219429,4,0
0.504,0.891,6,-5.632,0,0.137,0.00163,0.00199,0.148,0.628,153.988,214520,4,0
0.522,0.762,9,-5.059,1,0.0362,0.0961,0.000006,0.395,0.486,143.868,191987,4,0
0.675,0.82,9,-3.615,1,0.0389,0.00135,0.0136,0.113,0.643,101.079,159533,4,0
0.577,0.341,5,-12.531,1,0.0292,0.774,0.000191,0.106,0.398,132.986,266680,4,0
0.55,0.703,4,-6.864,0,0.0338,0.0322,0.00189,0.105,0.234,123.866,273760,4,0
0.228,0.342,0,-8.038,1,0.0314,0.718,0.0136,0.162,0.0788,115.562,243507,4,0
0.336,0.459,7,-6.049,0,0.04,0.18,0.000002,0.105,0.296,81.891,249413,4,0
0.668,0.328,0,-7.574,1,0.0414,0.669,0,0.164,0.478,144.555,181375,4,0
0.67,0.853,8,-4.515,1,0.0884,0.0622,0,0.0602,0.615,103.843,189000,4,0
0.475,0.468,3,-8.525,1,0.0905,0.719,0.000003,0.102,0.319,160.379,177320,4,0
0.634,0.657,0,-8.777,1,0.038,0.678,0.0434,0.136,0.271,123.944,167952,4,0
0.498,0.896,4,-4.212,0,0.0395,0.00169,0.336,0.103,0.55,91.972,361173,4,0
0.501,0.771,7,-6.76,0,0.0312,0.00168,0,0.0909,0.286,139.979,231362,4,0
0.518,0.838,2,-5.722,1,0.0384,0.0638,0.000234,0.23,0.343,142.062,207253,4,0
0.411,0.587,8,-7.433,1,0.37,0.239,0.000007,0.0821,0.0763,178.032,162693,4,0
0.52,0.566,11,-7.675,1,0.031,0.688,0,0.113,0.571,169.921,183920,4,0
0.466,0.33,10,-9.603,0,0.0396,0.349,0.000332,0.139,0.0876,144.005,193176,4,0
0.676,0.634,8,-5.377,1,0.0385,0.701,0.000002,0.223,0.33,86.004,192501,4,0
0.44,0.514,11,-6.874,0,0.266,0.0994,0,0.0768,0.219,93.168,265733,4,0
0.556,0.278,2,-10.561,1,0.026,0.734,0,0.124,0.415,100.041,207427,4,0
0.654,0.156,1,-14.535,1,0.0365,0.914,0.000767,0.103,0.452,112.736,172040,3,0
0.622,0.727,0,-6.293,0,0.353,0.303,0,0.108,0.675,62.076,197293,3,0
0.654,0.639,8,-7.504,1,0.0382,0.0785,0.000103,0.0786,0.768,156.966,195067,4,0
0.515,0.871,9,-3.535,1,0.0565,0.000214,0.000017,0.532,0.277,128.037,203535,4,0
0.611,0.586,8,-6.785,0,0.259,0.391,0,0.222,0.732,195.884,249240,4,0
0.559,0.439,7,-6.567,1,0.0283,0.0225,0,0.153,0.352,160.055,233468,4,0
0.431,0.345,2,-19.085,0,0.133,0.239,0.0446,0.145,0.172,83.278,46013,1,0
0.631,0.867,8,-2.335,1,0.0707,0.00184,0,0.193,0.463,119.998,247467,4,0
0.579,0.6,4,-6.919,1,0.0666,0.101,0,0.269,0.189,80.979,194604,4,0
0.715,0.942,8,-2.889,1,0.107,0.00175,0.000461,0.0581,0.818,130.019,226162,4,0
0.557,0.586,11,-10.531,0,0.294,0.173,0,0.178,0.703,180.38,162160,4,0
0.592,0.863,8,-6.277,0,0.647,0.318,0,0.348,0.857,80.072,300042,4,0
0.568,0.525,1,-7.789,0,0.0594,0.0791,0,0.273,0.203,137.846,221427,4,0
0.48,0.444,10,-7.689,0,0.0274,0.768,0.516,0.127,0.141,112.965,223445,4,0
0.491,0.735,0,-8.682,1,0.0296,0.00511,0.0873,0.112,0.138,140.074,251671,4,0
0.726,0.68,1,-6.904,1,0.165,0.283,0,0.106,0.57,149.934,204888,4,0
0.714,0.456,4,-11.528,0,0.0585,0.0351,0.00247,0.187,0.107,109.982,209520,4,0
0.479,0.439,2,-11.877,1,0.0497,0.865,0.0124,0.105,0.285,101.89,247307,4,0
0.532,0.148,7,-13.09,1,0.0342,0.856,0,0.117,0.191,117.281,157570,4,0
0.381,0.558,9,-7.318,1,0.031,0.614,0.266,0.314,0.512,113.341,214104,4,0
0.727,0.518,2,-7.825,1,0.396,0.0888,0,0.0893,0.485,88.255,334733,4,0
0.596,0.878,1,-7.471,1,0.0345,0.112,0.00291,0.0836,0.893,147.986,248159,4,0
0.687,0.74,4,-6.305,0,0.0335,0.187,0.0792,0.24,0.381,94.01,190867,3,0
0.682,0.595,1,-5.91,1,0.0664,0.131,0,0.178,0.408,73.017,171773,4,0
0.73,0.8,8,-3.956,1,0.0847,0.0859,0,0.112,0.642,104.857,212640,4,0
0.443,0.691,11,-6.228,0,0.124,0.205,0,0.547,0.344,148.385,158193,4,0
0.359,0.892,9,-5.742,1,0.0584,0.000087,0.702,0.268,0.136,141.772,250696,4,0
0.703,0.456,0,-9.492,1,0.0525,0.488,0.000108,0.072,0.528,143.984,176458,4,0
0.337,0.479,10,-8.735,0,0.136,0.336,0.00135,0.0727,0.223,61.828,266481,4,0
0.717,0.595,6,-7.241,0,0.0374,0.0217,0,0.159,0.775,139.992,182107,4,0
0.813,0.604,3,-3.397,0,0.0629,0.0118,0,0.103,0.103,138.031,205092,4,0
0.813,0.616,6,-4.837,0,0.0358,0.0956,0.0208,0.0637,0.779,129.933,198187,4,0
0.31,0.552,9,-5.967,1,0.0303,0.344,0,0.0689,0.244,145.908,193832,4,0
0.5,0.772,7,-5.667,1,0.375,0.173,0,0.776,0.791,96.212,207493,5,0
0.706,0.835,9,-7.687,0,0.0409,0.0232,0.00253,0.133,0.57,119.999,245987,4,0
0.665,0.672,6,-6.845,0,0.0505,0.168,0.00153,0.1,0.565,122.013,256467,4,0
0.521,0.378,11,-10.642,0,0.0273,0.78,0.0861,0.22,0.339,96.774,239707,4,0
0.57,0.73,2,-4.308,1,0.0326,0.00524,0.000002,0.131,0.321,90.002,233200,4,0
0.785,0.846,11,-4.8,0,0.289,0.415,0,0.0896,0.689,76.03,161053,4,0
0.574,0.45,5,-8.145,1,0.0541,0.0368,0,0.0981,0.419,86.077,190746,4,0
0.903,0.665,11,-5.374,0,0.273,0.111,0,0.112,0.329,142.012,172115,4,0
0.579,0.724,6,-8.261,1,0.121,0.669,0.000003,0.104,0.711,99.945,172251,4,0
0.611,0.897,11,-3.965,0,0.0482,0.095,0,0.0653,0.796,135.99,176133,4,0
0.861,0.49,11,-7.476,0,0.214,0.0553,0,0.0967,0.183,125.044,184320,4,0
0.544,0.606,5,-7.671,0,0.0266,0.473,0.0519,0.115,0.293,75.758,376571,1,0
0.513,0.476,0,-6.958,1,0.0367,0.0148,0.0239,0.162,0.135,139.99,281105,4,0
0.657,0.619,7,-6.787,1,0.0348,0.0484,0,0.0807,0.775,92.999,179667,4,0
0.536,0.675,1,-7.958,1,0.0318,0.316,0.00493,0.0696,0.294,109.199,195493,4,0
0.265,0.938,5,-4.893,1,0.0646,0.000062,0.64,0.363,0.473,176.092,260387,4,0
0.602,0.517,5,-5.635,0,0.0904,0.0161,0.000161,0.132,0.58,177.811,229248,4,0
0.62,0.694,10,-3.739,0,0.0311,0.0178,0,0.19,0.319,98.002,221947,4,0
0.506,0.441,10,-10.333,1,0.0299,0.672,0.0313,0.13,0.277,124.037,207461,4,0
0.738,0.575,5,-8.953,0,0.0735,0.185,0.000034,0.109,0.493,139.95,221500,4,0
0.683,0.62,10,-8.901,0,0.469,0.0365,0.0218,0.242,0.249,73.987,185000,4,0
0.661,0.339,4,-11.485,1,0.0277,0.632,0.00169,0.103,0.379,97.987,311627,4,0
0.759,0.557,6,-8.805,1,0.358,0.111,0,0.109,0.481,128.176,225045,4,0
0.757,0.583,0,-7.864,1,0.322,0.446,0,0.219,0.607,150.144,179252,4,0
0.8,0.709,6,-5.834,0,0.0381,0.238,0,0.119,0.388,127.438,193520,3,0
0.812,0.534,4,-6.6,0,0.121,0.0883,0.000002,0.141,0.223,98.017,138449,4,0
0.633,0.478,0,-5.571,1,0.0359,0.0115,0,0.103,0.692,159.951,150467,4,0
0.578,0.765,0,-4.505,0,0.223,0.616,0.000008,0.0989,0.634,173.738,235971,4,0
0.346,0.35,2,-4.988,1,0.0328,0.876,0.000002,0.0708,0.315,126.444,229053,4,0
0.635,0.281,9,-11.128,0,0.0303,0.605,0.000195,0.12,0.22,128.535,236212,4,0
0.432,0.925,10,-4.31,0,0.0412,0.000008,0.179,0.0989,0.689,76.013,216345,4,0
0.734,0.62,5,-6.659,0,0.0634,0.034,0.000244,0.101,0.571,96.047,164973,4,0
0.743,0.529,7,-6.187,0,0.0505,0.128,0,0.181,0.438,102.048,172933,4,0
0.893,0.482,0,-4.779,0,0.0873,0.549,0.0164,0.0752,0.53,97.975,150027,4,0
0.456,0.802,7,-7.173,1,0.0962,0.00266,0.37,0.122,0.0616,116.497,235160,4,0
0.258,0.167,2,-16.522,0,0.0308,0.891,0.0462,0.131,0.0689,92.589,340174,4,0
0.531,0.862,1,-7.486,1,0.0275,0.0075,0.338,0.0996,0.577,117.996,379720,4,0
0.801,0.712,9,-6.872,0,0.147,0.35,0.000097,0.087,0.61,95.01,209126,4,0
0.389,0.185,3,-11.728,1,0.0317,0.777,0,0.967,0.529,159.656,197600,4,0
0.733,0.233,3,-8.733,1,0.0482,0.766,0.000032,0.11,0.441,94.023,175320,4,0
0.576,0.913,6,-3.648,1,0.0866,0.000064,0.0485,0.299,0.69,134.001,218044,4,0
0.737,0.499,6,-8.896,0,0.0477,0.385,0.544,0.0449,0.173,104.997,202857,4,0
0.55,0.597,6,-9.544,0,0.0471,0.00215,0.926,0.0705,0.315,105.998,278491,4,0
0.522,0.95,1,-3.479,1,0.303,0.00195,0.00105,0.0972,0.28,120.038,245870,4,0
0.687,0.196,4,-13.845,1,0.0329,0.862,0.0169,0.077,0.131,116.136,200320,4,0
0.849,0.92,1,-4.191,1,0.143,0.0184,0.000017,0.522,0.71,126.038,279445,4,0
0.391,0.185,11,-15.445,1,0.0599,0.966,0.000007,0.106,0.218,127.806,282000,4,0
0.709,0.364,8,-13.307,1,0.0461,0.542,0.86,0.0695,0.777,91.023,208000,4,0
0.744,0.926,0,-4.708,1,0.151,0.036,0.0349,0.271,0.411,90.995,58160,4,0
0.637,0.666,7,-7.703,1,0.0433,0.454,0.00848,0.116,0.228,95.962,166235,4,0
0.643,0.448,1,-7.706,1,0.081,0.872,0.000004,0.103,0.37,93.846,218333,4,0
0.539,0.796,3,-10.335,1,0.0691,0.0403,0.11,0.11,0.71,87.404,197239,4,0
0.59,0.861,6,-5.67,0,0.0316,0.0031,0.00579,0.221,0.841,130.057,167813,4,0
0.568,0.439,9,-7.968,0,0.0716,0.335,0.000005,0.152,0.266,124.118,230627,4,0
0.664,0.623,1,-5.357,0,0.158,0.0122,0.000013,0.0957,0.65,180.183,187333,4,0
0.786,0.984,7,-3.517,1,0.101,0.0473,0.387,0.517,0.578,135.039,234380,4,0
0.565,0.548,0,-8.267,1,0.0431,0.411,0.000017,0.0927,0.259,139.941,199502,4,0
0.632,0.264,5,-11.931,1,0.0363,0.731,0.0395,0.244,0.185,97.837,279458,4,0
0.886,0.303,10,-11.199,1,0.792,0.521,0,0.169,0.322,127.981,168439,4,0
0.547,0.459,5,-6.813,0,0.0235,0.862,0.98,0.101,0.114,91.026,227316,3,0
0.736,0.418,2,-9.507,1,0.0278,0.771,0.352,0.112,0.371,111.983,191173,4,0
0.584,0.915,0,-7.339,1,0.0579,0.173,0.822,0.842,0.359,99.983,172320,4,0
0.7,0.635,5,-6.613,1,0.0478,0.0294,0.0551,0.106,0.303,100.184,214600,4,0
0.612,0.874,5,-6.894,0,0.279,0.104,0,0.0687,0.894,84.038,245304,4,0
0.732,0.626,8,-5.461,1,0.0349,0.0114,0.000002,0.118,0.845,119.991,182720,4,0
0.845,0.444,0,-9.223,0,0.152,0.199,0.000014,0.142,0.391,136.987,204664,4,0
0.461,0.849,11,-5.215,1,0.0529,0.00252,0.000029,0.308,0.415,166.062,189973,4,0
0.826,0.834,1,-5.856,0,0.104,0.012,0.0133,0.12,0.902,122.992,194627,4,0
0.306,0.752,9,-10.679,0,0.0692,0.000519,0.00898,0.0595,0.411,204.158,168840,4,0
0.489,0.74,7,-4.718,1,0.277,0.509,0,0.187,0.317,175.098,205693,4,0
0.699,0.282,7,-7.65,1,0.0374,0.798,0.000001,0.0981,0.359,79.776,159293,4,0
0.801,0.741,11,-5.112,0,0.0491,0.179,0.00864,0.132,0.584,120.998,209798,4,0
0.666,0.795,1,-5.053,0,0.0664,0.0464,0,0.357,0.752,118.002,215320,4,0
0.447,0.308,2,-16.004,1,0.114,0.54,0.000201,0.32,0.405,76.748,171707,4,0
0.502,0.461,0,-6.691,1,0.0259,0.222,0,0.151,0.16,99.405,239253,3,0
0.578,0.797,2,-4.854,1,0.0306,0.334,0.0446,0.274,0.405,100.995,293360,4,0
0.422,0.131,0,-22.473,1,0.0455,0.968,0.928,0.106,0.224,180.107,251404,4,0
0.542,0.862,0,-4.884,1,0.053,0.00508,0,0.134,0.631,130.051,149853,4,0
0.485,0.132,0,-9.139,1,0.0358,0.928,0.000002,0.134,0.244,69.861,232625,3,0
0.324,0.979,4,-4.17,0,0.0987,0.00119,0.835,0.347,0.232,103.532,207121,1,0
0.499,0.522,5,-12.656,1,0.057,0.172,0.876,0.0992,0.0366,127.971,510000,3,0
0.399,0.7,0,-5.027,1,0.0274,0.0275,0.00001,0.0954,0.654,152.617,206374,3,0
0.63,0.322,2,-9.737,1,0.0249,0.317,0.041,0.0999,0.45,169.967,219545,4,0
0.238,0.242,10,-22.077,1,0.13,0.904,0.923,0.0819,0.0324,64.234,71440,4,0
0.654,0.148,6,-11.963,1,0.0327,0.929,0.0016,0.0895,0.287,130.738,208973,3,0
0.526,0.98,1,-3.042,1,0.34,0.000017,0.00136,0.208,0.45,110.011,217828,4,0
0.44,0.288,2,-12.74,1,0.0294,0.859,0.00995,0.0814,0.102,84.824,223083,4,0
0.826,0.561,11,-6.6,0,0.354,0.349,0.000002,0.273,0.574,127.913,416250,4,0
0.247,0.292,1,-10.68,0,0.0377,0.711,0.338,0.107,0.113,81.648,236493,4,0
0.602,0.751,2,-4.294,0,0.268,0.0817,0.000316,0.178,0.365,160.05,260813,4,0
0.621,0.679,1,-3.643,1,0.0556,0.00605,0,0.0939,0.434,92.047,179816,4,0
0.192,0.354,11,-16.8,0,0.0418,0.885,0.628,0.282,0.0329,99.831,37825,3,0
0.717,0.462,4,-13.414,1,0.0645,0.715,0.0042,0.11,0.229,76.004,207013,1,0
0.803,0.652,9,-7.166,1,0.0525,0.0367,0.00002,0.0937,0.528,120.002,172147,4,0
0.713,0.634,0,-5.763,1,0.28,0.27,0,0.101,0.784,189.943,153680,4,0
0.59,0.411,0,-9.807,1,0.0575,0.119,0.0165,0.0784,0.334,165.033,178909,4,0
0.915,0.568,8,-5.339,1,0.118,0.00548,0.000004,0.33,0.452,130.943,117972,4,0
0.659,0.568,11,-9.357,0,0.0302,0.762,0.0123,0.077,0.39,122.999,251466,4,0
0.65,0.522,6,-10.867,1,0.0909,0.435,0.00798,0.154,0.306,159.908,243236,4,0
0.626,0.599,10,-7.747,0,0.29,0.236,0,0.194,0.245,164.816,214204,4,0
0.576,0.675,9,-4.003,1,0.186,0.355,0,0.068,0.732,139.809,252005,4,0
0.742,0.827,2,-5.067,1,0.0584,0.052,0,0.263,0.654,85.014,149520,4,0
0.677,0.524,5,-7.068,0,0.169,0.377,0.000088,0.253,0.604,108.991,195000,4,0
0.738,0.747,8,-5.748,1,0.0633,0.178,0.000411,0.19,0.882,166.152,242893,4,0
0.871,0.628,1,-5.829,1,0.0767,0.0547,0.000114,0.0554,0.456,139.922,163027,4,0
0.677,0.854,7,-6.955,1,0.0384,0.0491,0.419,0.0815,0.504,94.01,209773,4,0
0.482,0.492,7,-9.77,1,0.051,0.307,0.00101,0.256,0.0394,159.838,303067,4,0
0.529,0.827,0,-3.639,1,0.0432,0.159,0,0.0989,0.623,156.021,196147,4,0
0.615,0.755,6,-4.274,1,0.0398,0.0261,0,0.076,0.853,165.051,195600,4,0
0.547,0.509,10,-7.953,1,0.026,0.39,0.0456,0.12,0.184,100.12,192071,4,0
0.69,0.347,6,-13.735,0,0.0335,0.216,0.64,0.11,0.0719,133.031,282292,4,0
0.743,0.877,5,-4.879,1,0.0832,0.0106,0.000002,0.147,0.792,120.025,185813,4,0
0.758,0.675,7,-6.49,0,0.0845,0.0746,0.000001,0.167,0.491,148.093,170293,4,0
0.573,0.744,9,-4.507,1,0.0378,0.0772,0,0.125,0.534,76.099,192133,4,0
0.856,0.648,1,-6.503,1,0.364,0.373,0,0.15,0.669,98.022,103889,4,0
0.499,0.571,1,-5.37,1,0.294,0.232,0,0.109,0.181,142.419,189533,3,0
0.615,0.782,5,-5.882,0,0.0267,0.0119,0.766,0.0685,0.489,131.998,215635,4,0
0.561,0.358,0,-7.024,1,0.186,0.158,0,0.126,0.122,72.878,55267,4,0
0.523,0.348,7,-6.662,0,0.0276,0.677,0.000002,0.0883,0.136,135.941,182147,4,0
0.457,0.182,10,-9.225,1,0.0295,0.902,0.00741,0.119,0.158,108.131,236400,3,0
0.739,0.529,2,-6.781,1,0.0373,0.334,0,0.0909,0.339,120.07,215307,4,0
0.578,0.19,4,-12.584,0,0.0768,0.57,0,0.353,0.328,138.723,248493,4,0
0.667,0.967,1,-0.759,0,0.0939,0.157,0.258,0.0596,0.614,90.015,217560,4,0
0.494,0.548,2,-7.662,1,0.052,0.242,0,0.0972,0.395,176.217,220433,4,0
0.603,0.676,7,-7.35,0,0.0286,0.331,0.000013,0.0998,0.36,89.99,200267,4,0
0.657,0.428,7,-10.941,1,0.0288,0.346,0.00001,0.341,0.29,121.015,314755,4,0
0.573,0.68,6,-2.786,0,0.342,0.474,0,0.1,0.766,85.052,206145,4,0
0.396,0.378,0,-10.453,1,0.0285,0.0474,0.000022,0.119,0.131,80.162,318547,4,0
0.683,0.241,7,-14.094,1,0.0492,0.47,0,0.0889,0.718,163.971,165065,4,0
0.741,0.592,6,-9.059,0,0.0308,0.665,0.854,0.114,0.822,111.984,310893,4,0
0.768,0.411,9,-12.181,0,0.0414,0.188,0,0.108,0.384,94.032,155791,4,0
0.681,0.825,8,-5.646,0,0.029,0.217,0.0337,0.196,0.794,119.962,226000,4,0
0.745,0.549,6,-9.61,0,0.082,0.382,0.000001,0.0965,0.762,144,191240,4,0
0.602,0.683,1,-7.331,1,0.106,0.00964,0,0.0858,0.375,129.917,162466,4,0
0.481,0.791,4,-7.887,1,0.0473,0.0311,0.000017,0.108,0.376,81.983,221013,4,0
0.661,0.808,9,-4.877,1,0.0374,0.367,0,0.0789,0.752,93.967,213902,4,0
0.661,0.7,5,-5.937,0,0.0508,0.363,0.000465,0.0668,0.495,170,218308,4,0
0.792,0.548,11,-5.484,0,0.0582,0.0304,0.00001,0.339,0.445,116.008,184960,4,0
0.666,0.522,8,-7.614,0,0.0275,0.281,0,0.105,0.529,104.054,215665,4,0
0.892,0.519,1,-5.841,0,0.0923,0.0611,0.000039,0.0556,0.352,78.022,151227,4,0
0.865,0.762,0,-7.444,1,0.0762,0.0166,0.795,0.0233,0.896,118.005,205465,4,0
0.573,0.686,0,-7.681,1,0.0288,0.0537,0,0.121,0.608,144.966,259029,4,0
0.599,0.562,10,-6.683,0,0.0772,0.078,0.000027,0.423,0.312,92.062,189468,4,0
0.558,0.896,2,-6.016,0,0.0786,0.0829,0,0.0952,0.689,158.199,166733,4,0
0.607,0.45,0,-8.507,1,0.0338,0.0663,0.000011,0.107,0.121,105.992,244907,4,0
0.752,0.708,9,-5.053,1,0.28,0.0395,0,0.0601,0.645,84.974,205983,4,0
0.361,0.371,4,-9.831,1,0.0354,0.961,0.000041,0.113,0.247,137.226,223667,4,0
0.644,0.793,2,-4.581,1,0.039,0.0353,0,0.105,0.632,142.019,176387,3,0
0.431,0.985,10,-6.143,1,0.119,0.000158,0.000314,0.085,0.169,160.003,425280,4,0
0.704,0.452,2,-8.187,1,0.1,0.0723,0.00162,0.0433,0.312,88.02,220036,4,0
0.325,0.633,11,-4.593,0,0.0443,0.0243,0,0.197,0.124,95.895,234947,4,0
0.665,0.594,2,-10.362,0,0.0375,0.547,0.822,0.116,0.125,110.029,140903,4,0
0.522,0.238,3,-10.112,1,0.0535,0.601,0.000208,0.112,0.306,143.853,197347,3,0
0.47,0.917,2,-3.149,1,0.152,0.06,0,0.107,0.788,181.964,154613,4,0
0.538,0.483,4,-10.234,1,0.0259,0.273,0.0119,0.122,0.341,88.033,220347,4,0
0.472,0.423,5,-8.96,1,0.0286,0.801,0.416,0.336,0.244,122.95,266251,3,0
0.324,0.474,3,-15.127,1,0.0863,0.975,0.943,0.112,0.0827,142.257,144573,5,0
0.545,0.498,8,-8.764,1,0.0335,0.13,0,0.104,0.063,148.055,217949,4,0
0.354,0.738,1,-8.092,1,0.0335,0.00953,0.0262,0.213,0.154,176.951,241867,4,0
0.288,0.489,7,-10.342,0,0.0346,0.702,0.629,0.1,0.0387,115.16,161573,4,0
0.71,0.833,9,-5.512,0,0.0557,0.178,0.000019,0.0877,0.185,115.017,194720,4,0
0.472,0.232,0,-11.588,0,0.0299,0.835,0.000112,0.153,0.157,84.114,167887,4,0
0.747,0.679,0,-8.727,0,0.257,0.288,0.000002,0.146,0.555,132.173,221939,4,0
0.679,0.849,6,-7.756,1,0.12,0.438,0,0.432,0.658,104.966,203738,4,0
0.813,0.718,11,-3.674,0,0.221,0.0781,0,0.0898,0.323,139.912,137167,4,0
0.571,0.558,6,-7.99,0,0.0282,0.537,0.107,0.25,0.658,79.982,172747,4,0
0.264,0.655,9,-5.238,0,0.0873,0.511,0,0.269,0.536,81.247,96759,3,0
0.697,0.828,8,-4.18,1,0.0869,0.0293,0,0.0635,0.904,103.981,187133,4,0
0.496,0.161,10,-13.127,1,0.0466,0.973,0.000001,0.109,0.494,106.329,148968,4,0
0.556,0.908,2,-3.957,1,0.05,0.0261,0,0.301,0.563,114.979,207333,4,0
0.461,0.231,3,-12.557,1,0.0433,0.87,0.000497,0.11,0.131,140.757,243160,3,0
0.586,0.669,1,-4.741,0,0.0391,0.123,0,0.114,0.355,123.051,237561,4,0
0.641,0.86,8,-4.912,1,0.0373,0.000207,0.0144,0.173,0.19,116.007,302902,4,0
0.696,0.252,5,-9.393,1,0.0305,0.656,0,0.0968,0.115,134.893,206627,4,0
0.581,0.603,4,-8.089,1,0.0399,0.398,0.638,0.124,0.512,119.993,328440,4,0
0.73,0.861,1,-4.1,1,0.0451,0.39,0,0.213,0.704,117.965,196613,4,0
0.267,0.203,8,-13.289,1,0.0307,0.627,0.000821,0.118,0.105,139.988,209507,3,0
0.659,0.783,9,-4.525,1,0.0349,0.477,0,0.153,0.668,97.013,172253,4,0
0.602,0.363,5,-10.818,1,0.0369,0.733,0.295,0.0947,0.196,125.04,315311,5,0
0.612,0.551,5,-9.317,1,0.0236,0.0221,0.293,0.111,0.305,109.007,394387,4,0
0.829,0.488,9,-7.797,0,0.0591,0.237,0.000074,0.123,0.586,100,247880,4,0
0.885,0.777,5,-6.408,1,0.357,0.00754,0,0.0895,0.486,140.046,130482,4,0
0.783,0.579,7,-7.597,0,0.127,0.621,0.0131,0.0699,0.673,168.002,221989,4,0
0.738,0.456,1,-7.632,0,0.0319,0.0428,0.000151,0.105,0.786,115.005,198800,4,0
0.199,0.717,9,-5.929,1,0.0565,0.000592,0.5,0.653,0.268,203.812,221723,3,0
0.664,0.597,6,-7.502,0,0.073,0.12,0.000002,0.144,0.201,81.049,187987,4,0
0.79,0.506,7,-7.052,1,0.118,0.146,0,0.0876,0.456,105.018,193880,4,0
0.201,0.553,8,-8.339,0,0.0462,0.0527,0.11,0.118,0.312,191.989,335617,3,0
0.422,0.731,0,-5.035,1,0.0321,0.0331,0.000005,0.264,0.351,142.229,258880,4,0
0.267,0.564,7,-5.279,1,0.035,0.0116,0,0.1,0.175,98.01,343133,4,0
0.59,0.903,9,-4.841,1,0.0542,0.0536,0.00289,0.12,0.545,105.018,226787,4,0
0.622,0.279,0,-10.392,1,0.0285,0.696,0.000355,0.11,0.3,145.974,219476,4,0
0.467,0.591,1,-6.066,0,0.493,0.391,0,0.205,0.321,174.977,217549,4,0
0.281,0.301,7,-14.518,0,0.0397,0.927,0.721,0.098,0.0357,172.106,384184,5,0
